Player,Role,Team,Opponent_Team,Opponent_Player,Date,Week,Day,Patch,Stage,No_Game,all_Games,Format,Game_of_day,Side,Time,Ban,Ban_Opponent,Pick,Pick_Opponent,Champion,Champion_Opponent,Outcome,Kills_Team,Turrets_Team,Dragon_Team,Baron_Team,Level,Kills,Deaths,Assists,KDA,CS,CS_in_Teams_Jungle,CS_in_Enemy_Jungle,CSM,Golds,GPM,GOLD%,Vision_Score,Wards_placed,Wards_destroyed,Control_Wards_Purchased,Detector_Wards_Placed,VSPM,WPM,VWPM,WCPM,VS%,Total_damage_to_Champion,Physical_Damage,Magic_Damage,True_Damage,DPM,DMG%,K+A_Per_Minute,KP%,Solo_kills,Double_kills,Triple_kills,Quadra_kills,Penta_kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives_Stolen,Damage_dealt_to_turrets,Damage_dealt_to buildings,Total_heal,Total_Heals_On_Teammates,Damage_self_mitigated,Total_Damage_Shielded_On_Teammates,Time_ccing_others,Total_Time_CC_Dealt,Total_damage_taken,Total_Time_Spent_Dead,Consumables_purchased,Items_Purchased,Shutdown_bounty_collected,Shutdown_bounty_lost
nuc,MID,BDS,GX,Jackies,3/17/2024,2,2,v14.5,Spring_Season_24,1,1,1,1,Red,0:32:42,Maokai,Olaf,Rell,Nautilus,Neeko,Orianna,Win,20,10,4,1,18,3,1,12,15,301,0,0,9.2,13554,414,21,27,10,6,8,8,0.83,0.31,0.24,0.18,8.9,13722,897,12660,165,420,23.6,0.46,75,0,0,0,0,0,1025,18,1033,0,0,8454,8454,1069,0,6014,0,23,278,11347,48,12,28,0,500
Ice,ADCARRY,BDS,GX,Patrik,3/17/2024,2,2,v14.5,Spring_Season_24,1,1,1,1,Red,0:32:42,Varus,Ornn,Xin_Zhao,Xayah,Zeri,Xayah,Win,20,10,4,1,17,11,1,5,16,352,38,0,10.8,17714,542,27.4,59,18,13,6,6,1.8,0.55,0.18,0.4,19.3,19299,14414,4683,202,590,33.2,0.49,80,0,1,0,1,0,1154,1,832,1,0,11134,11134,4048,0,13439,0,3,145,11223,0,7,24,200,700
Labrov,SUPPORT,BDS,GX,IgNar,3/17/2024,2,2,v14.5,Spring_Season_24,1,1,1,1,Red,0:32:42,Senna,Jax,Sion,Lee_Sin,Rell,Nautilus,Win,20,10,4,1,12,2,0,15,Perfect_KDA,34,0,0,1,9219,282,14.3,122,62,18,12,12,3.73,1.9,0.37,0.55,40,3843,496,3003,344,118,6.6,0.52,85,0,0,0,0,0,386,-11,600,0,0,292,292,2510,495,16547,403,35,52,10562,0,15,31,50,0
Finn,TOP,RGE,VIT,Photon,3/17/2024,2,2,v14.5,Spring_Season_24,1,1,1,2,Blue,0:38:06,Rell,Orianna,Smolder,Twisted_Fate,KSante,Gwen,Loss,24,4,2,0,18,2,4,12,3.5,242,0,0,6.4,12845,337,18.1,55,20,13,11,11,1.44,0.52,0.29,0.34,17.1,21509,17680,1929,1900,565,19.7,0.37,58.3,1,0,0,0,0,-604,-17,-158,0,0,1132,1132,3725,0,62901,473,42,1338,32884,158,12,35,300,0
Markoon,JUNGLE,RGE,VIT,Daglas,3/17/2024,2,2,v14.5,Spring_Season_24,1,1,1,2,Blue,0:38:06,Renata_Glasc,Senna,Tahm_Kench,Vi,Viego,Vi,Loss,24,4,2,0,17,6,6,9,2.5,247,201,0,6.5,15395,404,21.7,53,13,13,19,11,1.39,0.34,0.5,0.34,16.5,20109,16723,2288,1098,528,18.4,0.39,62.5,0,0,0,0,0,626,3,-10,0,0,1595,1595,21941,0,38480,298,23,279,44991,184,12,32,550,300
Larssen,MID,RGE,VIT,Vetheo,3/17/2024,2,2,v14.5,Spring_Season_24,1,1,1,2,Blue,0:38:06,Jayce,Kalista,KSante,Taliyah,Neeko,Taliyah,Loss,24,4,2,0,18,3,5,8,2.2,306,8,0,8,14392,378,20.3,36,10,10,4,4,0.94,0.26,0.1,0.26,11.2,19407,783,18180,444,509,17.8,0.29,45.8,2,0,0,0,0,-1183,-25,-391,0,0,2276,2276,1816,0,16720,0,42,302,22669,204,6,21,400,0
Comp,ADCARRY,RGE,VIT,Carzzy,3/17/2024,2,2,v14.5,Spring_Season_24,1,1,1,2,Blue,0:38:06,Varus,Ahri,Neeko,Gwen,Smolder,Twisted_Fate,Loss,24,4,2,0,18,12,4,6,4.5,388,25,0,10.2,19520,512,27.5,41,12,8,3,2,1.08,0.31,0.08,0.21,12.8,42347,25044,9824,7479,1111,38.8,0.47,75,0,1,1,0,0,-1193,-5,-267,-1,0,5553,5553,11267,0,13088,0,10,372,24940,80,6,24,550,700
Zoelys,SUPPORT,RGE,VIT,Hylissang,3/17/2024,2,2,v14.5,Spring_Season_24,1,1,1,2,Blue,0:38:06,Zeri,Xin_Zhao,Viego,Rakan,Tahm_Kench,Rakan,Loss,24,4,2,0,15,1,5,8,1.8,26,0,0,0.7,8773,230,12.4,136,74,14,8,8,3.57,1.94,0.21,0.37,42.4,5685,677,4936,72,149,5.2,0.24,37.5,0,0,0,0,0,-369,-13,224,0,0,0,0,8945,1907,20718,3050,17,125,24936,137,11,27,0,0
Photon,TOP,VIT,RGE,Finn,3/17/2024,2,2,v14.5,Spring_Season_24,1,1,1,2,Red,0:38:06,Orianna,Rell,Twisted_Fate,Smolder,Gwen,KSante,Win,24,9,4,2,18,9,4,11,5,347,24,0,9.1,18928,497,24.4,54,12,13,3,3,1.42,0.31,0.08,0.34,15.3,38503,2838,28689,6976,1011,33,0.52,83.3,0,2,0,0,0,604,17,158,0,1,9389,9389,11973,2253,34354,0,8,281,32840,189,5,24,300,900
Daglas,JUNGLE,VIT,RGE,Markoon,3/17/2024,2,2,v14.5,Spring_Season_24,1,1,1,2,Red,0:38:06,Senna,Renata_Glasc,Vi,Tahm_Kench,Vi,Viego,Win,24,9,4,2,17,6,4,12,4.5,219,193,0,5.7,14538,382,18.7,58,17,8,13,13,1.52,0.45,0.34,0.21,16.5,16766,16003,0,763,440,14.4,0.47,75,0,1,0,0,0,-626,-3,10,0,0,5249,5249,18228,0,54665,0,28,372,40526,166,14,36,0,150
Vetheo,MID,VIT,RGE,Larssen,3/17/2024,2,2,v14.5,Spring_Season_24,1,1,1,2,Red,0:38:06,Kalista,Jayce,Taliyah,KSante,Taliyah,Neeko,Win,24,9,4,2,18,3,7,13,2.3,327,16,0,8.6,14991,393,19.3,62,13,12,7,7,1.63,0.34,0.18,0.31,17.6,29565,824,28075,666,776,25.4,0.42,66.7,0,1,0,0,0,1183,25,391,0,0,2064,2064,3260,1402,20515,0,43,597,22768,316,9,28,0,350
Carzzy,ADCARRY,VIT,RGE,Comp,3/17/2024,2,2,v14.5,Spring_Season_24,1,1,1,2,Red,0:38:06,Ahri,Varus,Gwen,Neeko,Twisted_Fate,Smolder,Win,24,9,4,2,18,5,5,9,2.8,327,11,0,8.6,19083,501,24.6,45,16,15,7,6,1.18,0.42,0.18,0.39,12.8,26043,8743,15830,1470,684,22.3,0.37,58.3,0,0,0,0,0,1193,5,267,1,0,9515,9515,6860,0,19901,0,50,267,24854,200,11,32,550,400
Hylissang,SUPPORT,VIT,RGE,Zoelys,3/17/2024,2,2,v14.5,Spring_Season_24,1,1,1,2,Red,0:38:06,Xin_Zhao,Zeri,Rakan,Viego,Rakan,Tahm_Kench,Win,24,9,4,2,15,1,5,16,3.4,43,0,0,1.1,10144,266,13.1,133,63,22,18,16,3.49,1.65,0.47,0.58,37.8,5649,681,2986,1982,148,4.8,0.45,70.8,0,0,0,0,0,369,13,-224,0,0,795,795,10380,5233,28955,4288,21,60,24417,143,21,36,150,0
Myrwn,TOP,MDK,KC,Cabochard,3/17/2024,2,2,v14.5,Spring_Season_24,1,1,1,3,Blue,0:32:59,Kalista,Senna,Rell,Zeri,Aatrox,Renekton,Loss,5,3,1,0,17,0,1,1,1,297,20,0,9,11561,351,22.4,27,10,9,2,2,0.82,0.3,0.06,0.27,10.3,16153,13747,2202,204,490,23.5,0.03,20,0,0,0,0,0,-767,-14,-269,0,0,1087,1087,10516,0,25467,0,20,195,23312,0,4,21,0,0
Elyoya,JUNGLE,MDK,KC,Bo,3/17/2024,2,2,v14.5,Spring_Season_24,1,1,1,3,Blue,0:32:59,Jax,Varus,Neeko,Ahri,Poppy,Viego,Loss,5,3,1,0,13,3,4,2,1.3,143,125,0,4.3,9495,288,18.4,58,15,15,13,13,1.76,0.45,0.39,0.45,22.1,9126,7183,1380,563,277,13.3,0.15,100,0,0,0,0,0,115,-30,-829,-1,0,205,205,10311,0,40742,0,29,715,27556,107,15,28,150,100
Fresskowy,MID,MDK,KC,Saken,3/17/2024,2,2,v14.5,Spring_Season_24,1,1,1,3,Blue,0:32:59,Vi,Smolder,Sivir,Viego,Neeko,Ahri,Loss,5,3,1,0,15,1,3,1,0.7,248,0,0,7.5,10467,317,20.3,29,11,8,7,7,0.88,0.33,0.21,0.24,11,11481,924,10557,0,348,16.7,0.06,40,0,0,0,0,0,-127,2,-345,-1,0,1389,1389,1473,0,9698,0,16,177,15877,82,10,27,50,0
Supa,ADCARRY,MDK,KC,Upset,3/17/2024,2,2,v14.5,Spring_Season_24,1,1,1,3,Blue,0:32:59,Renata_Glasc,Twisted_Fate,Aatrox,Rakan,Sivir,Zeri,Loss,5,3,1,0,16,1,3,2,1,331,8,0,10,13048,396,25.2,27,7,16,1,1,0.82,0.21,0.03,0.49,10.3,27539,25973,0,1566,835,40.1,0.09,60,0,0,0,0,0,-257,5,-597,-1,0,4022,4022,4907,0,9500,0,3,78,16457,72,2,21,0,200
Alvaro,SUPPORT,MDK,KC,Targamas,3/17/2024,2,2,v14.5,Spring_Season_24,1,1,1,3,Blue,0:32:59,Alistar,Lee_Sin,Poppy,Renekton,Rell,Rakan,Loss,5,3,1,0,10,0,5,4,0.8,34,0,0,1,7117,216,13.8,122,74,17,20,20,3.7,2.24,0.61,0.52,46.4,4430,904,2442,1084,134,6.4,0.12,80,0,0,0,0,0,-230,-3,309,1,0,0,0,555,411,18972,754,26,49,15448,142,23,37,0,0
Cabochard,TOP,KC,MDK,Myrwn,3/17/2024,2,2,v14.5,Spring_Season_24,1,1,1,3,Red,0:32:59,Senna,Kalista,Zeri,Rell,Renekton,Aatrox,Win,16,8,3,1,17,1,0,3,Perfect_KDA,282,24,0,8.5,12005,364,19.2,32,9,6,4,4,0.97,0.27,0.12,0.18,9.8,10304,9843,361,100,312,13.5,0.12,25,0,0,0,0,0,767,14,269,0,0,2201,2201,9994,0,25725,0,12,63,23528,0,5,25,0,0
Bo,JUNGLE,KC,MDK,Elyoya,3/17/2024,2,2,v14.5,Spring_Season_24,1,1,1,3,Red,0:32:59,Varus,Jax,Ahri,Neeko,Viego,Poppy,Win,16,8,3,1,15,6,3,6,4,216,201,0,6.5,12216,370,19.5,50,12,11,16,10,1.52,0.36,0.49,0.33,15.2,14216,11964,1566,686,431,18.6,0.36,75,0,1,0,0,0,-115,30,829,1,0,454,454,24792,0,26708,0,19,187,38781,70,13,38,0,0
Saken,MID,KC,MDK,Fresskowy,3/17/2024,2,2,v14.5,Spring_Season_24,1,1,1,3,Red,0:32:59,Smolder,Vi,Viego,Sivir,Ahri,Neeko,Win,16,8,3,1,17,3,2,8,5.5,272,0,0,8.2,13564,411,21.7,47,15,11,4,4,1.42,0.45,0.12,0.33,14.3,19503,1689,13025,4789,591,25.5,0.33,68.8,0,0,0,0,0,127,-2,345,1,0,4270,4270,5066,0,11989,0,21,60,16991,67,6,24,100,200
Upset,ADCARRY,KC,MDK,Supa,3/17/2024,2,2,v14.5,Spring_Season_24,1,1,1,3,Red,0:32:59,Twisted_Fate,Renata_Glasc,Rakan,Aatrox,Zeri,Sivir,Win,16,8,3,1,17,6,0,5,Perfect_KDA,327,20,0,9.9,16075,487,25.7,37,15,12,4,4,1.12,0.45,0.12,0.36,11.3,26609,15615,8943,2051,807,34.8,0.33,68.8,0,1,0,0,0,257,-5,597,1,0,9642,9642,6846,0,16878,0,10,188,16521,0,8,27,200,0
Targamas,SUPPORT,KC,MDK,Alvaro,3/17/2024,2,2,v14.5,Spring_Season_24,1,1,1,3,Red,0:32:59,Lee_Sin,Alistar,Renekton,Poppy,Rakan,Rell,Win,16,8,3,1,12,0,0,16,Perfect_KDA,36,0,0,1.1,8759,266,14,162,86,19,16,16,4.91,2.61,0.49,0.58,49.4,5872,1088,3662,1122,178,7.7,0.49,100,0,0,0,0,0,230,3,-309,-1,0,364,364,6516,1694,19899,3559,29,56,15730,0,18,33,0,0
Wunder,TOP,TH,SK,Irrelevant,3/17/2024,2,2,v14.5,Spring_Season_24,1,1,1,4,Blue,0:40:10,Kalista,Ashe,Varus,Senna,Gragas,Aatrox,Win,23,8,3,1,18,0,2,10,5,298,4,0,7.4,13635,339,18.3,32,11,5,2,2,0.8,0.27,0.05,0.12,9.8,16059,1778,13881,400,400,16.6,0.25,43.5,0,0,0,0,0,9,0,-568,0,0,3700,3700,23717,0,41454,0,42,747,45394,87,4,22,0,50
Jankos,JUNGLE,TH,SK,Isma,3/17/2024,2,2,v14.5,Spring_Season_24,1,1,1,4,Blue,0:40:10,Renekton,Vi,Neeko,Nautilus,Jarvan_IV,Sejuani,Win,23,8,3,1,17,9,2,12,10.5,222,185,0,5.5,16064,400,21.6,61,10,20,8,8,1.52,0.25,0.2,0.5,18.7,17931,15519,993,1419,446,18.6,0.52,91.3,0,1,0,0,0,855,5,805,1,0,4625,4625,21599,0,62085,0,28,510,38732,61,10,31,500,400
Zwyroo,MID,TH,SK,Nisqy,3/17/2024,2,2,v14.5,Spring_Season_24,1,1,1,4,Blue,0:40:10,Rell,Smolder,Jarvan_IV,Ahri,Neeko,Ahri,Win,23,8,3,1,17,3,6,8,1.8,267,6,0,6.6,13869,345,18.6,50,18,11,9,9,1.24,0.45,0.22,0.27,15.3,18144,1299,16485,360,452,18.8,0.27,47.8,0,0,0,0,0,70,-3,313,1,0,3137,3137,3025,1666,12444,0,35,341,25100,281,14,33,50,200
Flakked,ADCARRY,TH,SK,Exakick,3/17/2024,2,2,v14.5,Spring_Season_24,1,1,1,4,Blue,0:40:10,Jax,Renata_Glasc,Gragas,Sejuani,Varus,Senna,Win,23,8,3,1,18,9,2,8,8.5,409,47,0,10.2,20417,508,27.4,73,22,25,7,7,1.82,0.55,0.17,0.62,22.3,35175,24588,9543,1044,876,36.4,0.42,73.9,0,1,0,0,0,1675,119,2491,3,0,8737,8737,4301,0,18036,0,34,310,13696,81,8,31,700,500
Trymbi,SUPPORT,TH,SK,Doss,3/17/2024,2,2,v14.5,Spring_Season_24,1,1,1,4,Blue,0:40:10,Gnar,KSante,Thresh,Aatrox,Thresh,Nautilus,Win,23,8,3,1,15,2,4,19,5.3,30,0,0,0.7,10469,261,14.1,111,68,7,15,14,2.76,1.69,0.37,0.17,33.9,9228,1097,6670,1461,230,9.6,0.52,91.3,1,0,0,0,0,74,-78,-1458,-1,0,345,345,5654,2319,21261,2937,45,90,22349,98,17,33,0,0
Irrelevant,TOP,SK,TH,Wunder,3/17/2024,2,2,v14.5,Spring_Season_24,1,1,1,4,Red,0:40:10,Ashe,Kalista,Senna,Varus,Aatrox,Gragas,Loss,16,5,3,1,18,4,3,4,2.7,372,41,0,9.3,17337,432,25.1,50,15,10,11,11,1.24,0.37,0.27,0.25,15.3,36064,30552,5295,217,898,31.8,0.2,50,0,1,0,0,0,-9,0,568,0,0,1406,1406,11246,0,26663,0,43,249,30711,98,12,29,900,500
Isma,JUNGLE,SK,TH,Jankos,3/17/2024,2,2,v14.5,Spring_Season_24,1,1,1,4,Red,0:40:10,Vi,Renekton,Nautilus,Neeko,Sejuani,Jarvan_IV,Loss,16,5,3,1,16,4,3,11,5,182,156,0,4.5,12243,305,17.7,50,18,9,18,16,1.24,0.45,0.45,0.22,15.3,13636,7734,5425,477,339,12,0.37,93.8,0,0,0,0,0,-855,-5,-805,-1,0,159,159,21550,834,79319,0,36,454,46454,42,20,40,50,200
Nisqy,MID,SK,TH,Zwyroo,3/17/2024,2,2,v14.5,Spring_Season_24,1,1,1,4,Red,0:40:10,Smolder,Rell,Ahri,Jarvan_IV,Ahri,Neeko,Loss,16,5,3,1,18,6,6,9,2.5,322,0,0,8,16366,407,23.7,43,25,6,12,12,1.07,0.62,0.3,0.15,13.1,32166,2086,22928,7152,801,28.4,0.37,93.8,0,1,0,0,0,-70,3,-313,-1,0,7503,7503,5566,0,16760,0,31,127,22700,176,15,36,150,550
Exakick,ADCARRY,SK,TH,Flakked,3/17/2024,2,2,v14.5,Spring_Season_24,1,1,1,4,Red,0:40:10,Renata_Glasc,Jax,Sejuani,Gragas,Senna,Varus,Loss,16,5,3,1,14,2,5,12,2.8,84,12,0,2.1,12047,300,17.4,139,55,24,9,8,3.46,1.37,0.22,0.6,42.5,21815,21205,102,508,543,19.2,0.35,87.5,0,0,0,0,0,-1675,-119,-2491,-3,0,2325,2325,9748,4346,7298,4735,39,332,15418,159,13,31,50,0
Doss,SUPPORT,SK,TH,Trymbi,3/17/2024,2,2,v14.5,Spring_Season_24,1,1,1,4,Red,0:40:10,KSante,Gnar,Aatrox,Thresh,Nautilus,Thresh,Loss,16,5,3,1,15,0,6,9,1.5,179,0,0,4.5,11118,277,16.1,45,29,6,12,11,1.12,0.72,0.3,0.15,13.8,9673,1448,7927,298,241,8.5,0.22,56.3,0,0,0,0,0,-74,78,1458,1,0,335,335,1432,0,66147,0,55,1657,24933,174,17,41,0,0
Oscarinin,TOP,FNC,G2,Brokenblade,3/17/2024,2,2,v14.5,Spring_Season_24,1,1,1,5,Blue,0:33:42,Draven,Vi,Taliyah,Smolder,KSante,Gwen,Win,25,11,4,2,18,3,0,13,Perfect_KDA,280,4,0,8.3,15088,448,21.2,27,11,6,3,2,0.8,0.33,0.09,0.18,8.1,13816,10987,1599,1230,410,15.4,0.47,64,2,0,0,0,0,2151,26,1603,1,0,7626,7626,5083,0,68737,1879,25,2033,28705,0,5,25,0,0
Razork,JUNGLE,FNC,G2,Yike,3/17/2024,2,2,v14.5,Spring_Season_24,1,1,1,5,Blue,0:33:42,Kalista,Volibear,Kaisa,Ahri,Poppy,Lee_Sin,Win,25,11,4,2,16,4,1,17,21,183,143,0,5.4,12518,371,17.6,55,5,23,4,3,1.63,0.15,0.12,0.68,16.6,10200,8817,931,452,303,11.4,0.62,84,0,0,0,0,0,266,-1,661,1,0,5222,5222,16342,0,53228,1571,42,716,30296,10,5,27,0,0
Humanoid,MID,FNC,G2,Caps,3/17/2024,2,2,v14.5,Spring_Season_24,1,1,1,5,Blue,0:33:42,Neeko,Orianna,Nautilus,Tahm_Kench,Taliyah,Ahri,Win,25,11,4,2,18,9,1,12,21,333,91,0,9.9,16332,485,23,47,13,15,3,2,1.39,0.39,0.09,0.45,14.2,29202,1276,27808,118,867,32.7,0.62,84,0,0,0,0,0,1181,1,851,0,0,4229,4229,6686,2902,10664,0,37,808,18468,16,6,24,0,0
Noah,ADCARRY,FNC,G2,Hans_Sama,3/17/2024,2,2,v14.5,Spring_Season_24,1,1,1,5,Blue,0:33:42,Twisted_Fate,Renekton,Poppy,Lee_Sin,Kaisa,Smolder,Win,25,11,4,2,17,9,0,7,Perfect_KDA,336,16,0,10,17941,532,25.2,44,13,19,4,4,1.31,0.39,0.12,0.56,13.3,31417,8325,22922,170,932,35.1,0.47,64,0,1,1,0,0,458,2,519,0,0,7648,7648,7616,2943,9213,0,2,60,14310,0,6,26,250,0
Jun,SUPPORT,FNC,G2,Mikyx,3/17/2024,2,2,v14.5,Spring_Season_24,1,1,1,5,Blue,0:33:42,Jarvan_IV,Rell,KSante,Gwen,Nautilus,Tahm_Kench,Win,25,11,4,2,13,0,4,13,3.3,35,0,0,1,9225,274,13,159,92,17,15,15,4.72,2.73,0.45,0.5,47.9,4791,1288,2841,662,142,5.4,0.39,52,0,0,0,0,0,336,7,-226,0,0,900,900,2170,648,31829,1579,33,168,19469,94,18,35,0,0
Brokenblade,TOP,G2,FNC,Oscarinin,3/17/2024,2,2,v14.5,Spring_Season_24,1,1,1,5,Red,0:33:42,Vi,Draven,Smolder,Taliyah,Gwen,KSante,Loss,6,0,1,0,17,0,7,2,0.3,248,4,0,7.4,11010,327,20.5,34,15,4,5,5,1.01,0.45,0.15,0.12,12,15487,1865,9927,3695,460,19.8,0.06,33.3,0,0,0,0,0,-2151,-26,-1603,-1,0,275,275,5384,0,22376,0,7,50,29374,127,7,25,0,0
Yike,JUNGLE,G2,FNC,Razork,3/17/2024,2,2,v14.5,Spring_Season_24,1,1,1,5,Red,0:33:42,Volibear,Kalista,Ahri,Kaisa,Lee_Sin,Poppy,Loss,6,0,1,0,13,2,7,3,0.7,144,128,0,4.3,8993,267,16.7,44,18,12,9,8,1.31,0.53,0.27,0.36,15.5,6508,5422,798,288,193,8.3,0.15,83.3,0,0,0,0,0,-266,1,-661,-1,0,0,0,10652,0,29426,362,13,463,26975,176,10,30,0,0
Caps,MID,G2,FNC,Humanoid,3/17/2024,2,2,v14.5,Spring_Season_24,1,1,1,5,Red,0:33:42,Orianna,Neeko,Tahm_Kench,Nautilus,Ahri,Taliyah,Loss,6,0,1,0,17,0,3,5,1.7,310,0,0,9.2,11673,346,21.7,50,20,19,3,2,1.48,0.59,0.09,0.56,17.6,14479,923,9212,4344,430,18.5,0.15,83.3,0,0,0,0,0,-1181,-1,-851,0,0,460,460,4708,368,8018,0,13,55,19581,67,6,19,0,0
Hans_Sama,ADCARRY,G2,FNC,Noah,3/17/2024,2,2,v14.5,Spring_Season_24,1,1,1,5,Red,0:33:42,Renekton,Twisted_Fate,Lee_Sin,Poppy,Smolder,Kaisa,Loss,6,0,1,0,16,4,3,2,2,400,16,0,11.9,15031,446,28,28,9,12,3,3,0.83,0.27,0.09,0.36,9.9,37680,19320,6748,11612,1118,48.1,0.18,100,0,1,0,0,0,-458,-2,-519,0,0,0,0,6573,0,7866,0,16,344,15375,38,4,24,0,250
Mikyx,SUPPORT,G2,FNC,Jun,3/17/2024,2,2,v14.5,Spring_Season_24,1,1,1,5,Red,0:33:42,Rell,Jarvan_IV,Gwen,KSante,Tahm_Kench,Nautilus,Loss,6,0,1,0,12,0,6,4,0.7,31,0,0,0.9,6984,207,13,128,80,19,17,14,3.8,2.37,0.5,0.56,45.1,4227,459,3732,36,125,5.4,0.12,66.7,0,0,0,0,0,-336,-7,226,0,0,0,0,4244,387,24496,3408,17,121,21338,158,19,36,0,0
Adam,TOP,BDS,TH,Wunder,3/18/2024,2,3,v14.5,Spring_Season_24,1,1,1,1,Blue,0:33:23,Senna,Smolder,Orianna,Rell,KSante,Twisted_Fate,Loss,4,3,1,0,15,0,4,2,0.5,220,0,0,6.6,10315,309,19.9,43,11,11,7,7,1.29,0.33,0.21,0.33,16,6312,5183,538,591,189,14,0.06,50,0,0,0,0,0,-909,-31,-413,-1,0,3284,3284,2524,0,47511,103,19,1496,28886,125,10,26,0,0
Sheo,JUNGLE,BDS,TH,Jankos,3/18/2024,2,3,v14.5,Spring_Season_24,1,1,1,1,Blue,0:33:23,Kalista,Ashe,Aphelios,Zeri,Sejuani,Nocturne,Loss,4,3,1,0,13,0,2,3,1.5,155,144,0,4.6,8850,265,17.1,35,6,9,5,4,1.05,0.18,0.15,0.27,13.1,4876,2494,2143,239,146,10.8,0.09,75,0,0,0,0,0,-718,-38,-1012,-1,0,1982,1982,12121,70,38132,0,13,694,25000,75,5,18,0,0
nuc,MID,BDS,TH,Zwyroo,3/18/2024,2,3,v14.5,Spring_Season_24,1,1,1,1,Blue,0:33:23,Vi,Olaf,Thresh,Neeko,Orianna,Neeko,Loss,4,3,1,0,16,1,3,2,1,287,0,0,8.6,11735,352,22.7,38,12,12,8,7,1.14,0.36,0.24,0.36,14.2,10157,385,9591,181,304,22.5,0.09,75,0,0,0,0,0,305,13,770,1,0,2083,2083,1204,0,18259,835,15,310,14422,145,11,30,0,100
Ice,ADCARRY,BDS,TH,Flakked,3/18/2024,2,3,v14.5,Spring_Season_24,1,1,1,1,Blue,0:33:23,Gragas,Renekton,KSante,Nocturne,Aphelios,Zeri,Loss,4,3,1,0,15,1,3,1,0.7,338,20,0,10.1,13314,399,25.7,40,16,7,6,6,1.2,0.48,0.18,0.21,14.9,17834,15837,1579,418,534,39.5,0.06,50,0,0,0,0,0,734,32,582,1,0,2627,2627,1282,0,11628,0,15,142,8027,81,7,23,200,200
Labrov,SUPPORT,BDS,TH,Trymbi,3/18/2024,2,3,v14.5,Spring_Season_24,1,1,1,1,Blue,0:33:23,Lee_Sin,Xin_Zhao,Sejuani,Twisted_Fate,Thresh,Rell,Loss,4,3,1,0,11,2,5,1,0.6,42,0,0,1.3,7588,227,14.6,112,54,17,16,14,3.35,1.62,0.48,0.51,41.8,6004,491,3450,2063,180,13.3,0.09,75,0,0,0,0,0,143,-3,-66,0,0,92,92,2243,1786,10621,590,22,54,14965,125,18,33,0,0
Wunder,TOP,TH,BDS,Adam,3/18/2024,2,3,v14.5,Spring_Season_24,1,1,1,1,Red,0:33:23,Smolder,Senna,Rell,Orianna,Twisted_Fate,KSante,Win,17,9,4,1,18,2,1,10,12,320,16,0,9.6,16145,484,24.6,20,13,1,2,2,0.6,0.39,0.06,0.03,6.4,26973,13460,11711,1802,808,37.6,0.36,70.6,0,0,0,0,0,909,31,413,1,0,11621,11621,5006,0,12138,0,43,311,13810,44,3,21,0,200
Jankos,JUNGLE,TH,BDS,Sheo,3/18/2024,2,3,v14.5,Spring_Season_24,1,1,1,1,Red,0:33:23,Ashe,Kalista,Zeri,Aphelios,Nocturne,Sejuani,Win,17,9,4,1,16,2,1,11,13,250,217,0,7.5,12522,375,19.1,74,29,15,6,6,2.22,0.87,0.18,0.45,23.8,8902,6871,490,1541,267,12.4,0.39,76.5,0,0,0,0,0,718,38,1012,1,0,709,709,26289,0,24611,0,101,519,40749,21,6,25,50,0
Zwyroo,MID,TH,BDS,nuc,3/18/2024,2,3,v14.5,Spring_Season_24,1,1,1,1,Red,0:33:23,Olaf,Vi,Neeko,Thresh,Neeko,Orianna,Win,17,9,4,1,17,3,0,8,Perfect_KDA,251,4,0,7.5,12966,388,19.7,44,14,7,5,5,1.32,0.42,0.15,0.21,14.1,15509,364,14608,537,465,21.6,0.33,64.7,0,0,0,0,0,-305,-13,-770,-1,0,7704,7704,3324,561,6109,0,36,179,12538,0,7,19,150,0
Flakked,ADCARRY,TH,BDS,Ice,3/18/2024,2,3,v14.5,Spring_Season_24,1,1,1,1,Red,0:33:23,Renekton,Gragas,Nocturne,KSante,Zeri,Aphelios,Win,17,9,4,1,17,10,0,6,Perfect_KDA,301,28,0,9,15992,479,24.3,49,13,18,3,3,1.47,0.39,0.09,0.54,15.8,16487,10026,5323,1138,494,23,0.48,94.1,0,0,0,1,0,-734,-32,-582,-1,0,3984,3984,2607,0,10239,0,4,152,9777,0,5,20,100,0
Trymbi,SUPPORT,TH,BDS,Labrov,3/18/2024,2,3,v14.5,Spring_Season_24,1,1,1,1,Red,0:33:23,Xin_Zhao,Lee_Sin,Twisted_Fate,Sejuani,Rell,Thresh,Win,17,9,4,1,12,0,2,13,6.5,43,4,0,1.3,8095,242,12.3,124,59,12,9,8,3.71,1.77,0.27,0.36,39.9,3874,744,2213,917,116,5.4,0.39,76.5,0,0,0,0,0,-143,3,66,0,1,101,101,2768,998,16292,0,30,70,14653,28,11,28,0,0
